pcap_file,mode,ip_version,encryption,dh_group,pfs,traffic_type
tunnel_227_AES-256-CBC_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,False,VoIP
tunnel_228_3DES_20_Web_IPv4_Transport.pcap,Transport,IPv4,3DES,20,True,Web
tunnel_229_AES-256-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,False,Video
tunnel_230_AES-128-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,Email
tunnel_231_AES-128-CBC_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,False,VoIP
tunnel_232_AES-256-CBC_19_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,False,WhatsApp
tunnel_233_AES-256-CBC_14_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,False,WhatsApp
tunnel_234_AES-256-GCM_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Email
tunnel_235_AES-256-GCM_20_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,WhatsApp
tunnel_236_AES-128-CBC_19_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,WhatsApp
tunnel_237_AES-256-CBC_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,False,Email
tunnel_238_AES-256-GCM_19_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,WhatsApp
tunnel_239_AES-256-GCM_19_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,False,WhatsApp
tunnel_240_3DES_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,False,ICMP
tunnel_241_AES-256-GCM_19_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Web
tunnel_242_AES-256-GCM_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,Email
tunnel_243_AES-128-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,Email
tunnel_244_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,False,VoIP
tunnel_245_AES-256-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,False,Email
tunnel_246_AES-256-GCM_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,Email
tunnel_247_AES-128-CBC_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,ICMP
tunnel_248_AES-256-GCM_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,False,VoIP
tunnel_249_3DES_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,False,ICMP
tunnel_250_AES-128-CBC_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,Web
tunnel_251_3DES_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,Email
tunnel_252_3DES_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,3DES,14,False,VoIP
tunnel_253_AES-256-GCM_20_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,False,Web
tunnel_254_AES-128-CBC_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,WhatsApp
tunnel_255_AES-256-GCM_14_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,Video
tunnel_256_AES-256-GCM_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,ICMP
tunnel_257_3DES_19_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,WhatsApp
tunnel_258_AES-256-GCM_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,False,Email
tunnel_259_AES-256-CBC_20_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,False,VoIP
tunnel_260_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,False,VoIP
tunnel_261_AES-128-CBC_20_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,False,Video
tunnel_262_AES-128-CBC_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,True,VoIP
tunnel_263_3DES_20_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,20,False,Email
tunnel_264_AES-256-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,VoIP
tunnel_265_AES-256-CBC_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,20,True,ICMP
tunnel_266_AES-256-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,False,Web
tunnel_267_AES-256-CBC_20_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,False,VoIP
tunnel_268_3DES_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,VoIP
tunnel_269_AES-256-GCM_20_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,Web
tunnel_270_AES-256-CBC_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,VoIP
tunnel_271_3DES_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,False,Email
tunnel_272_AES-256-GCM_14_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,Web
tunnel_273_AES-128-CBC_20_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,True,WhatsApp
tunnel_274_AES-128-CBC_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Email
tunnel_275_AES-256-CBC_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Email
tunnel_276_AES-256-GCM_14_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,Web
tunnel_277_3DES_19_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,False,ICMP
tunnel_278_AES-256-GCM_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Email
tunnel_279_AES-256-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,VoIP
tunnel_280_AES-128-CBC_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,VoIP
tunnel_281_3DES_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,False,Video
tunnel_282_AES-256-GCM_14_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,14,False,WhatsApp
tunnel_283_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,False,VoIP
tunnel_284_AES-128-CBC_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,False,ICMP
tunnel_285_3DES_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,VoIP
tunnel_286_3DES_14_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,14,False,Video
tunnel_287_AES-128-CBC_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,False,Web
tunnel_288_AES-256-GCM_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,False,ICMP
tunnel_289_AES-256-CBC_19_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,WhatsApp
tunnel_290_3DES_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,False,Video
tunnel_291_AES-128-CBC_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Email
tunnel_292_3DES_19_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,19,False,Video
tunnel_293_AES-256-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,Email
tunnel_294_AES-256-CBC_19_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,ICMP
tunnel_295_AES-256-CBC_14_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,Video
tunnel_296_AES-128-CBC_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,False,VoIP
tunnel_297_AES-128-CBC_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,False,ICMP
tunnel_298_3DES_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,False,Email
tunnel_299_AES-256-GCM_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,False,WhatsApp
tunnel_300_AES-256-GCM_19_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,False,ICMP
tunnel_301_AES-128-CBC_14_Video_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,Video
tunnel_302_AES-256-CBC_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,False,Email
tunnel_303_AES-256-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Web
tunnel_304_AES-256-CBC_14_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,True,Video
tunnel_305_AES-256-CBC_20_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,Video
tunnel_306_AES-256-GCM_20_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,False,Web
tunnel_307_3DES_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,ICMP
tunnel_308_AES-256-GCM_20_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,WhatsApp
tunnel_309_AES-128-CBC_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,False,ICMP
tunnel_310_AES-256-CBC_14_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,False,Email
tunnel_311_3DES_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,False,Web
tunnel_312_3DES_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,Email
tunnel_313_AES-256-GCM_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Web
tunnel_314_AES-256-GCM_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Video
tunnel_315_AES-256-CBC_20_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,Email
tunnel_316_AES-256-GCM_14_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,False,Video
tunnel_317_AES-128-CBC_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,VoIP
tunnel_318_3DES_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,False,ICMP
tunnel_319_AES-256-CBC_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,False,VoIP
tunnel_320_3DES_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,True,ICMP
tunnel_321_AES-256-CBC_20_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Video
tunnel_322_3DES_14_Web_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,Web
tunnel_323_AES-128-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,False,Web
tunnel_324_3DES_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,False,Email
tunnel_325_AES-256-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,Email
tunnel_326_AES-256-GCM_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,False,WhatsApp
tunnel_327_AES-256-CBC_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,False,VoIP
tunnel_328_AES-256-GCM_14_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,Web
tunnel_329_AES-128-CBC_20_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,20,False,WhatsApp
tunnel_330_AES-256-GCM_14_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,Web
tunnel_331_AES-256-GCM_19_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,False,Video
tunnel_332_AES-256-GCM_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,False,Video
tunnel_333_AES-256-GCM_19_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,True,ICMP
tunnel_334_AES-256-GCM_20_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,Web
tunnel_335_3DES_20_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,False,Video
tunnel_336_AES-256-GCM_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,Web
tunnel_337_AES-256-CBC_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,False,VoIP
tunnel_338_3DES_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,WhatsApp
tunnel_339_3DES_14_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,False,Video
tunnel_340_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_341_AES-256-GCM_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,ICMP
tunnel_342_AES-128-CBC_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,ICMP
tunnel_343_AES-256-GCM_14_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,14,True,Video
tunnel_344_AES-256-CBC_20_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Video
tunnel_345_AES-256-CBC_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,False,ICMP
tunnel_346_3DES_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,Video
tunnel_347_AES-256-GCM_14_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,False,WhatsApp
tunnel_348_AES-128-CBC_19_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,WhatsApp
tunnel_349_AES-128-CBC_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,True,Email
tunnel_350_AES-256-CBC_20_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,False,WhatsApp
tunnel_351_AES-256-GCM_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Video
tunnel_352_AES-256-GCM_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,False,Email
tunnel_353_AES-128-CBC_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,20,True,Email
tunnel_354_3DES_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,ICMP
tunnel_355_AES-256-CBC_19_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,WhatsApp
tunnel_356_3DES_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,Web
tunnel_357_3DES_14_Email_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,Email
tunnel_358_AES-256-CBC_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,False,ICMP
tunnel_359_3DES_19_VoIP_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,VoIP
tunnel_360_3DES_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,ICMP
tunnel_361_AES-256-CBC_19_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,WhatsApp
tunnel_362_3DES_20_Email_IPv4_Transport.pcap,Transport,IPv4,3DES,20,True,Email
tunnel_363_AES-256-GCM_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,Web
tunnel_364_AES-256-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,Web
tunnel_365_AES-256-CBC_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,False,Email
tunnel_366_AES-256-GCM_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,False,Web
tunnel_367_3DES_19_Web_IPv4_Transport.pcap,Transport,IPv4,3DES,19,False,Web
tunnel_368_AES-256-CBC_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,VoIP
tunnel_369_3DES_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,Web
tunnel_370_AES-128-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Video
tunnel_371_3DES_19_Web_IPv6_Transport.pcap,Transport,IPv6,3DES,19,False,Web
tunnel_372_3DES_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,ICMP
tunnel_373_AES-256-GCM_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,VoIP
tunnel_374_3DES_20_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,False,WhatsApp
tunnel_375_AES-256-CBC_19_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,WhatsApp
tunnel_376_AES-256-CBC_14_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,ICMP
tunnel_377_AES-256-CBC_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Video
tunnel_378_3DES_19_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,ICMP
tunnel_379_AES-256-CBC_20_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Video
tunnel_380_AES-256-GCM_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,ICMP
tunnel_381_AES-128-CBC_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,False,Web
tunnel_382_AES-128-CBC_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,False,VoIP
tunnel_383_AES-128-CBC_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,False,Web
tunnel_384_3DES_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,VoIP
tunnel_385_3DES_14_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,False,WhatsApp
tunnel_386_AES-256-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,False,Email
tunnel_387_3DES_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,Web
tunnel_388_AES-256-CBC_14_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,WhatsApp
tunnel_389_AES-256-GCM_20_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,Web
tunnel_390_3DES_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,False,ICMP
tunnel_391_AES-128-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,False,Email
tunnel_392_3DES_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,True,Web
tunnel_393_AES-256-GCM_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,ICMP
tunnel_394_3DES_14_Web_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,Web
tunnel_395_AES-256-CBC_14_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,ICMP
tunnel_396_AES-256-CBC_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,WhatsApp
tunnel_397_AES-128-CBC_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Web
tunnel_398_3DES_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,3DES,14,False,WhatsApp
tunnel_399_3DES_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,False,Web
tunnel_400_AES-256-GCM_14_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,Video
tunnel_401_3DES_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,VoIP
tunnel_402_AES-256-GCM_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,False,Email
tunnel_403_AES-256-GCM_19_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,WhatsApp
tunnel_404_AES-256-GCM_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,False,Email
tunnel_405_AES-128-CBC_20_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,False,Video
tunnel_406_AES-128-CBC_14_Email_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,Email
tunnel_407_AES-256-GCM_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,False,VoIP
tunnel_408_AES-128-CBC_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,ICMP
tunnel_409_AES-256-CBC_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,ICMP
tunnel_410_AES-256-GCM_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,False,Web
tunnel_411_AES-256-CBC_20_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,VoIP
tunnel_412_3DES_14_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Video
tunnel_413_3DES_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,False,Web
tunnel_414_3DES_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,False,ICMP
tunnel_415_3DES_19_Email_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,Email
tunnel_416_AES-256-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,VoIP
tunnel_417_AES-256-GCM_20_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,WhatsApp
tunnel_418_3DES_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,ICMP
tunnel_419_AES-128-CBC_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,False,ICMP
tunnel_420_AES-256-CBC_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,Video
tunnel_421_3DES_14_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Video
tunnel_422_AES-256-CBC_19_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,Email
tunnel_423_AES-128-CBC_19_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,ICMP
tunnel_424_AES-256-CBC_14_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,WhatsApp
tunnel_425_AES-128-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,False,Email
tunnel_426_3DES_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,False,VoIP
tunnel_427_3DES_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,VoIP
tunnel_428_AES-256-GCM_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,False,VoIP
tunnel_429_AES-256-GCM_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,VoIP
tunnel_430_AES-256-GCM_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,ICMP
tunnel_431_AES-128-CBC_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,False,Video
tunnel_432_AES-128-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,False,Video
tunnel_433_AES-256-GCM_14_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,False,WhatsApp
tunnel_434_3DES_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,VoIP
tunnel_435_AES-256-CBC_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,WhatsApp
tunnel_436_AES-256-GCM_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,False,VoIP
tunnel_437_AES-256-GCM_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Web
tunnel_438_AES-256-CBC_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,20,True,ICMP
tunnel_439_AES-256-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,Video
tunnel_440_AES-256-GCM_20_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,WhatsApp
tunnel_441_3DES_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,3DES,19,False,VoIP
tunnel_442_3DES_14_Web_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Web
tunnel_443_AES-256-CBC_20_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,False,Web
tunnel_444_AES-256-GCM_19_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,False,WhatsApp
tunnel_445_3DES_14_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Email
tunnel_446_3DES_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,ICMP
tunnel_447_3DES_19_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,Video
tunnel_448_AES-256-CBC_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,Email
tunnel_449_AES-256-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,Web
tunnel_450_3DES_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,False,ICMP
tunnel_451_3DES_20_VoIP_IPv6_Transport.pcap,Transport,IPv6,3DES,20,False,VoIP
tunnel_452_AES-256-GCM_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,VoIP
tunnel_453_3DES_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,WhatsApp
tunnel_454_AES-256-GCM_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,ICMP
tunnel_455_AES-128-CBC_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,ICMP
