session_id,ike_version,ike_mode,encryption_algorithm,key_length_bits,hash_algorithm,dh_group,auth_method,operation_mode,pfs_enabled,sa_lifetime_seconds,risk_score,risk_label,flagged_issues
049c22f9-7fc7-4ecc-93dc-fb85c9318cba,IKEv1,Quick,DES,56,SHA1,19,PSK,Transport,True,3600,93,Critical,Legacy IKEv1 used; Weak encryption DES; Weak hash SHA1
487e17ff-2884-47d4-a717-ab7c5255b2ca,IKEv1,Quick,3DES,112,SHA512,1,ECDSA-Sig,Transport,True,28800,88,Critical,Legacy IKEv1 used; Weak encryption 3DES; Weak DH group 1
bbb12e28-ec4d-4746-aacd-a411c0770a22,IKEv1,Quick,3DES,112,SHA384,19,RSA-Sig,Transport,True,3600,57,Moderate,Legacy IKEv1 used; Weak encryption 3DES
9d9616b0-c3e7-4e35-acca-0bf85102734e,IKEv2,Main,DES,56,SHA384,31,RSA-Sig,Tunnel,True,3600,45,Moderate,Weak encryption DES
ae528c5e-c177-4930-85c7-42d699ae44cd,IKEv2,Main,ChaCha20-Poly1305,256,SHA256,1,PSK,Transport,False,3600,52,Moderate,Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
0ceab456-3a40-4f2c-b7a6-79de88eac239,IKEv2,Main,ChaCha20-Poly1305,256,SHA512,19,RSA-Sig,Transport,False,3600,18,Low,Perfect Forward Secrecy (PFS) is disabled
e3dbe84f-2686-4136-846a-56b26f3bcfe0,IKEv2,Main,ChaCha20-Poly1305,256,SHA256,1,PSK,Transport,True,28800,26,Strong,Weak DH group 1
22ccedee-89d6-41a2-9d5a-98673511ef8c,IKEv2,Main,3DES,112,SHA256,2,RSA-Sig,Transport,False,86400,90,Critical,Weak encryption 3DES; Weak DH group 2; Perfect Forward Secrecy (PFS) is disabled
becf6f77-e474-4004-a4df-7a7b549f525b,IKEv1,Quick,AES-128-CBC,128,SHA1,19,PSK,Transport,True,86400,53,Moderate,Legacy IKEv1 used; Weak hash SHA1
bd282020-b273-428b-8899-5284595096cd,IKEv2,Main,ChaCha20-Poly1305,256,SHA384,20,PSK,Tunnel,False,86400,20,Strong,Perfect Forward Secrecy (PFS) is disabled
70ce6517-4455-4ed3-a905-0f952e6ecc43,IKEv2,Main,AES-256-GCM,256,SHA256,5,ECDSA-Sig,Tunnel,False,86400,46,Moderate,Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
3c1a72ef-c3a4-4229-81a7-fb13ef00c6c0,IKEv2,Main,AES-128-CBC,128,SHA512,31,ECDSA-Sig,Tunnel,True,28800,0,Low,None
2a77198e-bcac-4a7f-94bd-f0a38ea44a6e,IKEv2,Main,AES-256-GCM,256,SHA512,2,RSA-Sig,Tunnel,True,28800,34,Strong,Weak DH group 2
819c9bc8-1b13-4345-a5cf-7094689cb3e5,IKEv1,Main,3DES,112,SHA384,20,ECDSA-Sig,Tunnel,False,86400,78,Weak,Legacy IKEv1 used; Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
6237b3d9-b4bd-4aa2-9a51-c453b02a1c36,IKEv2,Main,AES-128-CBC,128,SHA256,14,RSA-Sig,Transport,True,86400,1,Low,None
d41f8c87-796e-4e41-829a-c8d2c82de01e,IKEv2,Main,AES-128-CBC,128,SHA512,14,RSA-Sig,Transport,False,28800,23,Strong,Perfect Forward Secrecy (PFS) is disabled
b391142c-932e-4ccf-be2d-c12684cf3933,IKEv1,Quick,3DES,112,SHA384,31,ECDSA-Sig,Tunnel,True,3600,64,Weak,Legacy IKEv1 used; Weak encryption 3DES
7504e2b6-eb36-450d-b176-7942fa6a6e86,IKEv2,Main,DES,56,SHA512,21,RSA-Sig,Tunnel,True,3600,44,Moderate,Weak encryption DES
647f630c-3b90-485a-add0-2982cc0e963a,IKEv2,Main,AES-256-CBC,256,SHA512,5,ECDSA-Sig,Tunnel,False,86400,55,Moderate,Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
909530dc-6891-4092-b1b9-0f3ac9666a7a,IKEv1,Quick,AES-256-GCM,256,SHA512,1,PSK,Transport,True,28800,55,Moderate,Legacy IKEv1 used; Weak DH group 1
93e799c0-745f-4bef-b1f9-6e8c37a0b760,IKEv1,Aggressive,ChaCha20-Poly1305,256,MD5,31,RSA-Sig,Tunnel,True,3600,83,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak hash MD5
aaee47fd-1811-4a18-984a-4eb7d1c00315,IKEv2,Main,AES-256-GCM,256,MD5,31,ECDSA-Sig,Tunnel,False,86400,45,Moderate,Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
745fb6e9-155b-48e4-92a8-2f2281aa8adc,IKEv2,Main,AES-256-GCM,256,SHA512,21,PSK,Transport,True,28800,4,Low,None
f59cfb3d-3c35-4c38-ba9d-afe9044d7edb,IKEv2,Main,ChaCha20-Poly1305,256,SHA512,21,ECDSA-Sig,Tunnel,True,86400,5,Low,None
20e73ce5-de3b-4340-bb9f-c4c889280df0,IKEv1,Main,AES-256-CBC,256,SHA1,31,PSK,Transport,False,86400,69,Weak,Legacy IKEv1 used; Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
95683c7e-a9b7-48fa-9faa-a9a490c9de3b,IKEv2,Main,3DES,112,MD5,2,PSK,Tunnel,True,3600,95,Critical,Weak encryption 3DES; Weak hash MD5; Weak DH group 2
5e24c2ed-70ec-4353-a461-a1650035df31,IKEv1,Main,AES-256-CBC,256,MD5,31,ECDSA-Sig,Transport,True,86400,47,Moderate,Legacy IKEv1 used; Weak hash MD5
a4300e8f-8e22-492d-bcf3-a66e88d3b641,IKEv2,Main,AES-256-GCM,256,MD5,20,RSA-Sig,Transport,False,3600,49,Moderate,Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
a834c79f-6f8b-4800-8063-59ddfc3da731,IKEv1,Main,AES-256-GCM,256,SHA256,1,RSA-Sig,Transport,False,3600,69,Weak,Legacy IKEv1 used; Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
0458595b-7af7-48ac-a4be-cc14a616f8ea,IKEv1,Main,DES,56,SHA256,14,ECDSA-Sig,Tunnel,True,28800,60,Weak,Legacy IKEv1 used; Weak encryption DES
4797afe7-fdfd-4d7c-a018-bd0cfb86882a,IKEv2,Main,ChaCha20-Poly1305,256,SHA512,5,ECDSA-Sig,Transport,True,3600,30,Strong,Weak DH group 5
2ccca948-39c3-4e89-9bd9-0f4dc66720be,IKEv2,Main,ChaCha20-Poly1305,256,SHA512,1,PSK,Tunnel,False,86400,45,Moderate,Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
a02f4247-26e1-4bed-a7ad-557532b3bc5c,IKEv2,Main,3DES,112,SHA512,14,PSK,Tunnel,True,28800,37,Strong,Weak encryption 3DES
97f0b3d8-d811-4446-b062-145e11f077d8,IKEv1,Quick,AES-256-GCM,256,SHA512,5,RSA-Sig,Tunnel,True,3600,47,Moderate,Legacy IKEv1 used; Weak DH group 5
e347bde6-6722-495c-b5f1-ad373027b0c9,IKEv2,Main,3DES,112,SHA1,31,PSK,Tunnel,False,3600,94,Critical,Weak encryption 3DES; Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
b17ad082-46d2-4f74-bcc7-dbf0d520cab7,IKEv2,Main,DES,56,SHA512,5,PSK,Tunnel,True,3600,75,Weak,Weak encryption DES; Weak DH group 5
17082fc0-da5f-4eab-9b50-b9aff43b48ba,IKEv2,Main,AES-256-CBC,256,SHA512,20,PSK,Transport,False,3600,21,Strong,Perfect Forward Secrecy (PFS) is disabled
92236f41-24c9-4658-a2d2-33af61c8d21a,IKEv2,Main,AES-256-GCM,256,SHA256,31,ECDSA-Sig,Transport,False,86400,16,Low,Perfect Forward Secrecy (PFS) is disabled
040cd33c-64d9-4c4e-a8c3-5cb7519045a0,IKEv2,Main,AES-256-CBC,256,SHA512,14,ECDSA-Sig,Tunnel,True,86400,0,Low,None
4ad82456-da92-4d4b-bb69-f471ba479082,IKEv2,Main,AES-256-GCM,256,SHA1,14,ECDSA-Sig,Transport,True,86400,35,Strong,Weak hash SHA1
b332602a-45f5-4fb9-ab1c-7bec502e1de9,IKEv1,Main,AES-256-GCM,256,SHA384,21,PSK,Tunnel,True,86400,15,Low,Legacy IKEv1 used
8d83c6f8-931b-4395-8b25-1d253277e23d,IKEv1,Main,3DES,112,SHA384,19,PSK,Tunnel,True,3600,56,Moderate,Legacy IKEv1 used; Weak encryption 3DES
59ddf5d8-0370-46fc-81f7-f9a660c97558,IKEv2,Main,DES,56,SHA384,21,RSA-Sig,Transport,True,28800,43,Moderate,Weak encryption DES
7d01a19c-6873-43b0-a298-8a11e279435e,IKEv1,Quick,AES-256-GCM,256,SHA1,14,PSK,Tunnel,False,28800,68,Weak,Legacy IKEv1 used; Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
940a1287-9e10-41cb-950f-7d1fc739b049,IKEv1,Quick,DES,56,SHA384,31,ECDSA-Sig,Tunnel,True,86400,61,Weak,Legacy IKEv1 used; Weak encryption DES
c27f2f0b-8bc9-4861-b11a-540741d483bc,IKEv1,Aggressive,DES,56,MD5,19,ECDSA-Sig,Tunnel,True,86400,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak encryption DES; Weak hash MD5
2c2e7cb4-fc10-4296-8aaf-9fe8e4961bfd,IKEv1,Aggressive,AES-256-CBC,256,SHA512,5,PSK,Tunnel,True,3600,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak DH group 5; PSK with Aggressive Mode is highly risky
b986f8de-905f-48c2-a950-cb1434fa9fd8,IKEv1,Main,ChaCha20-Poly1305,256,MD5,5,ECDSA-Sig,Transport,True,86400,80,Critical,Legacy IKEv1 used; Weak hash MD5; Weak DH group 5
5673f78a-a751-40f9-a9d2-83775f9a8781,IKEv2,Main,ChaCha20-Poly1305,256,SHA1,31,PSK,Transport,False,86400,47,Moderate,Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
65c1a3fe-dc02-4b1f-8d74-5b4c0cc57741,IKEv1,Main,3DES,112,SHA384,1,ECDSA-Sig,Tunnel,True,3600,90,Critical,Legacy IKEv1 used; Weak encryption 3DES; Weak DH group 1
7575fd15-5e1c-4e24-a77e-a6ce29291ddb,IKEv2,Main,3DES,112,SHA256,20,RSA-Sig,Transport,False,28800,59,Moderate,Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
283eef21-96fd-48cf-ba2e-3a55cfdd6f99,IKEv1,Quick,ChaCha20-Poly1305,256,SHA512,19,PSK,Transport,True,3600,20,Strong,Legacy IKEv1 used
733bca75-57e8-4c66-b0c6-c3ce6775be4f,IKEv2,Main,3DES,112,SHA384,14,RSA-Sig,Transport,True,3600,44,Moderate,Weak encryption 3DES
328d8880-36f0-4103-b1e0-587605119cae,IKEv2,Main,AES-128-CBC,128,SHA1,20,PSK,Tunnel,False,3600,54,Moderate,Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
1a8f5ec2-3959-4f22-80af-b9fcf275effa,IKEv1,Quick,AES-128-CBC,128,SHA256,2,ECDSA-Sig,Tunnel,True,86400,46,Moderate,Legacy IKEv1 used; Weak DH group 2
00719b9d-3d8f-4f27-acf2-b7f8d49d1269,IKEv2,Main,AES-256-GCM,256,SHA512,14,PSK,Tunnel,True,3600,0,Low,None
8f17a2af-3a2d-476c-bc8e-1de1f23006ae,IKEv2,Main,AES-256-GCM,256,MD5,14,RSA-Sig,Transport,True,86400,27,Strong,Weak hash MD5
d2d029ac-7a2b-45d2-b206-82f6f7c2d078,IKEv2,Main,3DES,112,SHA384,14,RSA-Sig,Transport,False,3600,57,Moderate,Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
500c177f-ff55-4e29-9825-31418f9db74e,IKEv2,Main,AES-256-CBC,256,SHA1,31,RSA-Sig,Tunnel,False,86400,54,Moderate,Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
9ac5cf8a-635f-4001-b5fc-04a39f114825,IKEv2,Main,AES-128-CBC,128,SHA256,19,ECDSA-Sig,Transport,False,28800,15,Low,Perfect Forward Secrecy (PFS) is disabled
56d48d3d-d248-4efb-9d42-71c34f9931e1,IKEv1,Main,3DES,112,SHA256,14,RSA-Sig,Transport,True,86400,65,Weak,Legacy IKEv1 used; Weak encryption 3DES
912c8e23-23fe-401f-8ddb-b188b6ad6608,IKEv1,Quick,3DES,112,SHA256,14,PSK,Transport,True,3600,56,Moderate,Legacy IKEv1 used; Weak encryption 3DES
b4f32083-7cfe-4303-ab54-7214c75046b6,IKEv2,Main,AES-256-GCM,256,SHA512,5,ECDSA-Sig,Transport,True,3600,29,Strong,Weak DH group 5
828546fc-5530-4a79-a572-2fa71e195272,IKEv2,Main,AES-256-CBC,256,SHA256,14,RSA-Sig,Transport,True,3600,2,Low,None
0421ae54-905c-4797-91e5-6923bc835d92,IKEv2,Main,DES,56,SHA384,2,PSK,Transport,False,86400,95,Critical,Weak encryption DES; Weak DH group 2; Perfect Forward Secrecy (PFS) is disabled
d9eaf4b7-1ba0-4a44-8949-a8371efa75d4,IKEv1,Aggressive,DES,56,SHA1,5,ECDSA-Sig,Transport,False,86400,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak encryption DES; Weak hash SHA1; Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
24f5b4e5-7067-4d70-a9f5-adad0d4109a7,IKEv2,Main,DES,56,SHA1,20,RSA-Sig,Tunnel,True,28800,72,Weak,Weak encryption DES; Weak hash SHA1
3e3325bc-8163-4b93-8394-2fb8390b0331,IKEv2,Main,AES-256-GCM,256,SHA256,31,ECDSA-Sig,Transport,False,86400,24,Strong,Perfect Forward Secrecy (PFS) is disabled
2e9f89e9-f5f2-46e9-8f5b-13c78a5e608a,IKEv2,Main,3DES,112,SHA384,14,RSA-Sig,Transport,False,3600,62,Weak,Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
7e309daa-e146-4158-b9d3-8567981a05de,IKEv2,Main,AES-128-CBC,128,MD5,14,PSK,Transport,True,3600,31,Strong,Weak hash MD5
268f42ff-1a46-4579-b5fa-acbbb81419e7,IKEv2,Main,AES-256-GCM,256,SHA1,21,PSK,Transport,False,86400,49,Moderate,Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
36f147cb-e261-479c-9895-b7c4cde5cde1,IKEv2,Main,AES-256-CBC,256,SHA1,14,ECDSA-Sig,Tunnel,True,28800,28,Strong,Weak hash SHA1
aa12d0c3-ede5-41bf-9cbf-1626d8e75653,IKEv1,Main,ChaCha20-Poly1305,256,SHA384,2,PSK,Tunnel,False,3600,73,Weak,Legacy IKEv1 used; Weak DH group 2; Perfect Forward Secrecy (PFS) is disabled
58729b3e-51f7-4684-bf0f-c5e52e5c6cb3,IKEv2,Main,AES-256-CBC,256,SHA256,21,RSA-Sig,Transport,True,28800,0,Low,None
063db0c3-c55d-4ec4-b923-96c6ea811382,IKEv2,Main,AES-256-CBC,256,MD5,14,ECDSA-Sig,Tunnel,True,3600,30,Strong,Weak hash MD5
417cdcf7-ac1d-402a-8092-55e1cf914983,IKEv1,Aggressive,AES-256-CBC,256,SHA512,31,RSA-Sig,Tunnel,False,86400,71,Weak,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Perfect Forward Secrecy (PFS) is disabled
c25b9cfd-28e7-4254-b3ee-16addc0dedd1,IKEv2,Main,AES-128-CBC,128,SHA384,20,ECDSA-Sig,Tunnel,False,86400,16,Low,Perfect Forward Secrecy (PFS) is disabled
9a0da0e0-7e6d-4cb3-a5e4-78559bdf7a8d,IKEv1,Main,ChaCha20-Poly1305,256,SHA384,21,PSK,Transport,False,86400,39,Strong,Legacy IKEv1 used; Perfect Forward Secrecy (PFS) is disabled
d8eb37b1-aca9-44e7-9f85-fd20589a8c3b,IKEv2,Main,DES,56,SHA512,19,PSK,Transport,True,3600,45,Moderate,Weak encryption DES
26ccaafc-94f5-4058-9e10-b691154da03b,IKEv2,Main,AES-128-CBC,128,SHA384,31,ECDSA-Sig,Transport,True,28800,5,Low,None
f6ba363d-7a5c-491d-a5fc-41d4b21369ab,IKEv1,Aggressive,ChaCha20-Poly1305,256,SHA384,21,RSA-Sig,Transport,False,28800,74,Weak,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Perfect Forward Secrecy (PFS) is disabled
85cf2324-c498-4669-98ad-9e1576211095,IKEv1,Main,AES-128-CBC,128,SHA512,2,ECDSA-Sig,Tunnel,True,86400,52,Moderate,Legacy IKEv1 used; Weak DH group 2
8e8bf456-a18a-41f2-8c59-aa7775c3d525,IKEv2,Main,AES-256-GCM,256,MD5,31,RSA-Sig,Transport,False,28800,53,Moderate,Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
219202f8-0e3e-44ea-8e71-8c9b7db1f653,IKEv2,Main,3DES,112,MD5,2,PSK,Tunnel,True,28800,100,Critical,Weak encryption 3DES; Weak hash MD5; Weak DH group 2
beff1c5c-bc2d-4166-bc1c-1e790f918d2a,IKEv2,Main,3DES,112,SHA384,20,RSA-Sig,Tunnel,True,28800,39,Strong,Weak encryption 3DES
26904dde-13bc-4edc-895e-72533405979f,IKEv1,Main,AES-128-CBC,128,SHA384,1,PSK,Transport,False,3600,65,Weak,Legacy IKEv1 used; Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
af36c246-1f90-4cf5-81fd-3dca198b83de,IKEv2,Main,AES-128-CBC,128,SHA512,31,RSA-Sig,Transport,False,86400,18,Low,Perfect Forward Secrecy (PFS) is disabled
890a9818-a397-448d-bd0c-eb82a18775c3,IKEv2,Main,3DES,112,SHA256,31,PSK,Tunnel,False,3600,61,Weak,Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
03cd8e83-1805-423c-96cd-23bd0cd3814c,IKEv2,Main,AES-128-CBC,128,SHA384,31,ECDSA-Sig,Transport,False,28800,24,Strong,Perfect Forward Secrecy (PFS) is disabled
a5cebee0-7944-4c3f-b99c-c5126e8dedf0,IKEv2,Main,AES-256-GCM,256,SHA512,31,RSA-Sig,Tunnel,True,3600,0,Low,None
e0200566-4a6b-4ff2-b999-080e2e1feffe,IKEv2,Main,3DES,112,SHA384,20,PSK,Tunnel,False,28800,55,Moderate,Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
3ca0dfd1-1428-47ec-ba0b-1116bb6f0281,IKEv1,Aggressive,3DES,112,MD5,31,PSK,Transport,True,3600,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak encryption 3DES; Weak hash MD5; PSK with Aggressive Mode is highly risky
4d5d25df-2583-45bb-8a5b-357687ed8566,IKEv2,Main,DES,56,MD5,31,RSA-Sig,Transport,False,86400,89,Critical,Weak encryption DES; Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
c40e5d84-1c2a-47e6-be22-1e15a18cf959,IKEv2,Main,AES-256-CBC,256,MD5,20,ECDSA-Sig,Tunnel,False,28800,48,Moderate,Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
a510dcb2-27c5-4877-ad45-e3422b9efe2e,IKEv2,Main,ChaCha20-Poly1305,256,SHA384,20,ECDSA-Sig,Transport,True,86400,0,Low,None
cdd212e6-b6c3-4ce5-a920-fa5233056353,IKEv1,Main,AES-256-GCM,256,SHA1,5,ECDSA-Sig,Tunnel,False,86400,99,Critical,Legacy IKEv1 used; Weak hash SHA1; Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
469d8204-3778-4615-af42-d3a7f9b0b66c,IKEv1,Quick,AES-128-CBC,128,SHA1,5,ECDSA-Sig,Tunnel,True,28800,79,Weak,Legacy IKEv1 used; Weak hash SHA1; Weak DH group 5
057ece65-f5c3-46c5-8b80-3e2637260dbe,IKEv2,Main,AES-256-GCM,256,MD5,19,RSA-Sig,Tunnel,True,3600,30,Strong,Weak hash MD5
8a6a5b94-6d3d-44d9-a3e4-c082f0d8e8d9,IKEv2,Main,AES-256-CBC,256,SHA1,31,RSA-Sig,Transport,False,3600,46,Moderate,Weak hash SHA1; Perfect Forward Secrecy (PFS) is disabled
eba30a0e-4002-4165-86a2-2b81c20d2b44,IKEv2,Main,AES-256-CBC,256,SHA1,5,ECDSA-Sig,Transport,False,86400,75,Weak,Weak hash SHA1; Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
7b51c8de-d846-4f58-a8f0-cafc85265a7d,IKEv2,Main,DES,56,MD5,21,PSK,Tunnel,False,3600,92,Critical,Weak encryption DES; Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
19da877c-ac9c-472f-bccf-b943955617c3,IKEv1,Aggressive,AES-128-CBC,128,SHA384,14,RSA-Sig,Tunnel,False,86400,71,Weak,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Perfect Forward Secrecy (PFS) is disabled
c61075b4-7cb1-473d-95fe-bbb0417f6d2a,IKEv2,Main,AES-256-GCM,256,SHA384,1,RSA-Sig,Transport,False,28800,47,Moderate,Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
ac9aaa37-e1f8-4fb9-878f-d0d0cf4574f6,IKEv1,Aggressive,ChaCha20-Poly1305,256,SHA1,31,RSA-Sig,Tunnel,True,3600,77,Weak,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak hash SHA1
621ef591-a3ed-4fb1-b5b6-3980c2d69fbb,IKEv2,Main,AES-256-CBC,256,MD5,19,ECDSA-Sig,Transport,False,3600,51,Moderate,Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
cd696ded-1535-4765-95a0-787e7fb3d01a,IKEv1,Main,DES,56,MD5,20,ECDSA-Sig,Tunnel,False,86400,100,Critical,Legacy IKEv1 used; Weak encryption DES; Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
cb3a7c61-cc2e-42be-9fe4-453405072eee,IKEv2,Main,DES,56,SHA384,5,PSK,Transport,True,28800,68,Weak,Weak encryption DES; Weak DH group 5
54815b06-c591-4c3c-8ab2-45b77ac30f2a,IKEv1,Aggressive,3DES,112,SHA384,31,PSK,Transport,False,3600,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak encryption 3DES; PSK with Aggressive Mode is highly risky; Perfect Forward Secrecy (PFS) is disabled
3a95c8ff-cc77-4ca1-8e9f-caf869f30ebc,IKEv2,Main,AES-256-CBC,256,SHA384,1,ECDSA-Sig,Transport,False,86400,53,Moderate,Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
1266796e-d6a2-4de5-b0ef-76a6db7fcdcd,IKEv2,Main,AES-128-CBC,128,SHA512,21,PSK,Transport,False,3600,25,Strong,Perfect Forward Secrecy (PFS) is disabled
49a2e78a-a75f-4fd2-bd19-917d355c3280,IKEv1,Main,3DES,112,SHA512,19,RSA-Sig,Transport,False,3600,80,Critical,Legacy IKEv1 used; Weak encryption 3DES; Perfect Forward Secrecy (PFS) is disabled
e187959e-56dd-44ad-bdc6-9f571f46eeee,IKEv1,Aggressive,ChaCha20-Poly1305,256,SHA384,21,ECDSA-Sig,Tunnel,True,86400,46,Moderate,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks
8c993ee8-6a11-4a03-b753-bf9ca173f1f5,IKEv1,Main,DES,56,SHA512,1,PSK,Tunnel,True,28800,91,Critical,Legacy IKEv1 used; Weak encryption DES; Weak DH group 1
7fa45504-9eed-4409-b74c-1691e80ed3d2,IKEv2,Main,DES,56,SHA384,19,ECDSA-Sig,Tunnel,False,28800,55,Moderate,Weak encryption DES; Perfect Forward Secrecy (PFS) is disabled
5ac8642b-2891-4b60-909b-6071873986b9,IKEv1,Main,DES,56,SHA384,14,RSA-Sig,Tunnel,True,3600,61,Weak,Legacy IKEv1 used; Weak encryption DES
a66bac02-3a80-462e-a825-d436bc36f7d2,IKEv2,Main,DES,56,SHA1,5,ECDSA-Sig,Transport,False,86400,100,Critical,Weak encryption DES; Weak hash SHA1; Weak DH group 5; Perfect Forward Secrecy (PFS) is disabled
9c34dabe-d735-4cfc-8b9e-9a1182b4a063,IKEv2,Main,AES-256-CBC,256,SHA1,19,PSK,Tunnel,True,3600,32,Strong,Weak hash SHA1
1e64136b-0b8d-4768-b841-9b6bd78e0ef7,IKEv1,Main,AES-256-CBC,256,SHA384,31,ECDSA-Sig,Transport,True,3600,16,Low,Legacy IKEv1 used
bd8ef3e1-9cb4-41e5-bb54-7edfdeb22665,IKEv2,Main,AES-256-GCM,256,SHA384,2,PSK,Transport,True,3600,30,Strong,Weak DH group 2
24781423-f2fe-4fc3-9d3a-d054bc825438,IKEv2,Main,3DES,112,MD5,31,PSK,Tunnel,False,3600,94,Critical,Weak encryption 3DES; Weak hash MD5; Perfect Forward Secrecy (PFS) is disabled
329c2b2d-0c22-4bd0-b866-ec00bb8e4662,IKEv2,Main,DES,56,MD5,1,ECDSA-Sig,Tunnel,True,3600,100,Critical,Weak encryption DES; Weak hash MD5; Weak DH group 1
d6f6c8e7-68e1-4c67-8100-8edc6cb5622a,IKEv1,Aggressive,AES-128-CBC,128,MD5,20,RSA-Sig,Tunnel,True,28800,84,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak hash MD5
da1d9df5-fb1a-4275-a461-1541d08bebbe,IKEv1,Quick,AES-256-CBC,256,SHA384,14,ECDSA-Sig,Transport,True,3600,21,Strong,Legacy IKEv1 used
812ee034-3ee1-4449-ab06-ad28689ea72e,IKEv2,Main,ChaCha20-Poly1305,256,SHA512,21,RSA-Sig,Transport,False,28800,25,Strong,Perfect Forward Secrecy (PFS) is disabled
0e9020d0-326e-4e57-bfcf-b475296bb689,IKEv2,Main,DES,56,SHA512,14,RSA-Sig,Tunnel,False,28800,61,Weak,Weak encryption DES; Perfect Forward Secrecy (PFS) is disabled
54fd7a23-1f40-4395-8b53-20f252723f73,IKEv2,Main,AES-256-GCM,256,SHA384,2,PSK,Transport,False,3600,49,Moderate,Weak DH group 2; Perfect Forward Secrecy (PFS) is disabled
48eb6493-2d21-47ba-851d-1071242c86ce,IKEv2,Main,3DES,112,SHA384,1,ECDSA-Sig,Transport,False,3600,86,Critical,Weak encryption 3DES; Weak DH group 1; Perfect Forward Secrecy (PFS) is disabled
7ee12753-e54e-42bc-af6c-d6b1f3042386,IKEv2,Main,AES-256-CBC,256,SHA1,2,RSA-Sig,Transport,True,86400,61,Weak,Weak hash SHA1; Weak DH group 2
43dabb81-0feb-4151-9efb-ee394a12df1c,IKEv1,Aggressive,DES,56,SHA512,2,RSA-Sig,Tunnel,False,28800,100,Critical,Legacy IKEv1 used; IKEv1 Aggressive mode vulnerable to offline dictionary attacks; Weak encryption DES; Weak DH group 2; Perfect Forward Secrecy (PFS) is disabled
ed72c136-ac3e-4b3c-b77a-25785bc47240,IKEv1,Quick,AES-256-GCM,256,SHA384,31,ECDSA-Sig,Transport,False,28800,40,Moderate,Legacy IKEv1 used; Perfect Forward Secrecy (PFS) is disabled
46e3afeb-092b-4f8b-8806-bddc3f6b2b7b,IKEv2,Main,AES-128-CBC,128,MD5,21,RSA-Sig,Tunnel,True,3600,27,Strong,Weak hash MD5
65373b02-4644-4e5d-84e6-24eff4df3fa1,IKEv2,Main,ChaCha20-Poly1305,256,SHA256,31,ECDSA-Sig,Transport,False,86400,24,Strong,Perfect Forward Secrecy (PFS) is disabled
f4405815-61fe-403d-9124-d9254f502402,IKEv1,Main,DES,56,SHA512,21,RSA-Sig,Transport,True,28800,62,Weak,Legacy IKEv1 used; Weak encryption DES
